Position,code,Geography,Humidity,vialnum,Sex,PLATE,cfuA,cfuL,starved,exp,repexp,latitude,percL
A12,B-A-7-M,B,A,7,M,plate5,25600,153600,N,B,B-A-7-MB,7,0.857142857
B1,M-A-6-M,M,A,6,M,plate5,153600,128000,N,B,M-A-6-MB,2,0.454545455
B2,M-A-8-M,M,A,8,M,plate5,179200,128000,N,B,M-A-8-MB,2,0.416666667
B4,M-C-6-M,M,C,6,M,plate5,200,800,N,B,M-C-6-MB,2,0.8
B5,M-C-8-M,M,C,8,M,plate5,6400,32000,N,B,M-C-8-MB,2,0.833333333
B6,L-C-7-M,L,C,7,M,plate5,1200,2600,N,B,L-C-7-MB,4,0.684210526
B9,H-C-7-M,H,C,7,M,plate5,25600,204800,N,B,H-C-7-MB,5,0.888888889
B11,D-B-6-F,D,B,6,F,plate5,1200,1200,N,B,D-B-6-FB,6,0.5
B12,B-A-7-M,B,A,7,M,plate5,76800,128000,N,B,B-A-7-MB,7,0.625
C1,M-A-6-F,M,A,6,F,plate5,27200,16000,N,B,M-A-6-FB,2,0.37037037
C2,M-A-8-F,M,A,8,F,plate5,64000,140800,N,B,M-A-8-FB,2,0.6875
C3,M-B-7-F,M,B,7,F,plate5,17600,16000,N,B,M-B-7-FB,2,0.476190476
C4,M-C-6-F,M,C,6,F,plate5,1600,16000,N,B,M-C-6-FB,2,0.909090909
C5,M-C-8-F,M,C,8,F,plate5,2200,4000,N,B,M-C-8-FB,2,0.64516129
C6,L-C-7-F,L,C,7,F,plate5,2800,2200,N,B,L-C-7-FB,4,0.44
C7,L-A-6-F,L,A,6,F,plate5,8000,24000,N,B,L-A-6-FB,4,0.75
C8,L-A-8-F,L,A,8,F,plate5,2400,5000,N,B,L-A-8-FB,4,0.675675676
C9,H-C-7-F,H,C,7,F,plate5,8000,11200,N,B,H-C-7-FB,5,0.583333333
C10,D-B-6-M,D,B,6,M,plate5,89600,192000,N,B,D-B-6-MB,6,0.681818182
C11,D-B-6-F,D,B,6,F,plate5,153600,204800,N,B,D-B-6-FB,6,0.571428571
C12,B-A-7-F,B,A,7,F,plate5,64000,153600,N,B,B-A-7-FB,7,0.705882353
D1,M-A-6-F,M,A,6,F,plate5,281600,140800,N,B,M-A-6-FB,2,0.333333333
D2,M-A-8-F,M,A,8,F,plate5,9600,4800,N,B,M-A-8-FB,2,0.333333333
D3,M-B-7-F,M,B,7,F,plate5,8000,8000,N,B,M-B-7-FB,2,0.5
D5,M-C-8-F,M,C,8,F,plate5,3200,16000,N,B,M-C-8-FB,2,0.833333333
D6,L-C-7-F,L,C,7,F,plate5,6400,27200,N,B,L-C-7-FB,4,0.80952381
D7,L-A-6-F,L,A,6,F,plate5,600,1000,N,B,L-A-6-FB,4,0.625
D8,L-A-8-F,L,A,8,F,plate5,14400,30400,N,B,L-A-8-FB,4,0.678571429
D9,H-C-7-F,H,C,7,F,plate5,6400,9600,N,B,H-C-7-FB,5,0.6
D10,D-B-6-M,D,B,6,M,plate5,9600,35200,N,B,D-B-6-MB,6,0.785714286
D11,D-B-6-F,D,B,6,F,plate5,38400,102400,N,B,D-B-6-FB,6,0.727272727
D12,B-A-7-F,B,A,7,F,plate5,8000,17600,N,B,B-A-7-FB,7,0.6875
E1,M-A-7-M,M,A,7,M,plate5,11200,14400,N,B,M-A-7-MB,2,0.5625
E2,M-B-6-M,M,B,6,M,plate5,1000,3000,N,B,M-B-6-MB,2,0.75
E3,M-B-8-M,M,B,8,M,plate5,8000,19200,N,B,M-B-8-MB,2,0.705882353
E4,M-C-7-M,M,C,7,M,plate5,2400,2600,N,B,M-C-7-MB,2,0.52
E5,L-C-6-M,L,C,6,M,plate5,64000,204800,N,B,L-C-6-MB,4,0.761904762
E6,L-C-9-M,L,C,9,M,plate5,9600,8000,N,C,L-C-9-MC,4,0.454545455
E7,L-A-7-M,L,A,7,M,plate5,200,1000,N,B,L-A-7-MB,4,0.833333333
E8,H-C-6-M,H,C,6,M,plate5,4800,24000,N,B,H-C-6-MB,5,0.833333333
E9,H-C-8-M,H,C,8,M,plate5,9600,4800,N,B,H-C-8-MB,5,0.333333333
E10,D-B-6-M,D,B,6,M,plate5,204800,140800,N,B,D-B-6-MB,6,0.407407407
E11,B-A-6-M,B,A,6,M,plate5,64000,51200,N,B,B-A-6-MB,7,0.444444444
E12,B-A-8-M,B,A,8,M,plate5,25600,64000,N,B,B-A-8-MB,7,0.714285714
F1,M-A-7-M,M,A,7,M,plate5,800,3800,N,B,M-A-7-MB,2,0.826086957
F2,M-B-6-M,M,B,6,M,plate5,4800,25600,N,B,M-B-6-MB,2,0.842105263
F3,M-B-8-M,M,B,8,M,plate5,6400,19200,N,B,M-B-8-MB,2,0.75
F4,M-C-7-M,M,C,7,M,plate5,1600,4600,N,B,M-C-7-MB,2,0.741935484
F5,L-C-6-M,L,C,6,M,plate5,1400,2600,N,B,L-C-6-MB,4,0.65
F6,L-C-9-M,L,C,9,M,plate5,9600,11200,N,C,L-C-9-MC,4,0.538461538
F7,L-A-7-M,L,A,7,M,plate5,9600,9600,N,B,L-A-7-MB,4,0.5
F8,H-C-6-M,H,C,6,M,plate5,22400,19200,N,B,H-C-6-MB,5,0.461538462
F9,H-C-8-M,H,C,8,M,plate5,6400,22400,N,B,H-C-8-MB,5,0.777777778
F10,D-B-6-M,D,B,6,M,plate5,140800,102400,N,B,D-B-6-MB,6,0.421052632
F11,B-A-6-M,B,A,6,M,plate5,8000,16000,N,B,B-A-6-MB,7,0.666666667
F12,B-A-8-M,B,A,8,M,plate5,76800,153600,N,B,B-A-8-MB,7,0.666666667
G1,M-A-7-F,M,A,7,F,plate5,2000,3600,N,B,M-A-7-FB,2,0.642857143
G2,M-B-6-F,M,B,6,F,plate5,3000,4400,N,B,M-B-6-FB,2,0.594594595
G4,M-C-7-F,M,C,7,F,plate5,8000,6400,N,B,M-C-7-FB,2,0.444444444
G5,L-C-6-F,L,C,6,F,plate5,6400,6400,N,B,L-C-6-FB,4,0.5
G6,L-C-9-F,L,C,9,F,plate5,6400,12800,N,C,L-C-9-FC,4,0.666666667
G7,L-A-7-F,L,A,7,F,plate5,1400,3800,N,B,L-A-7-FB,4,0.730769231
G8,H-C-6-F,H,C,6,F,plate5,14400,11200,N,B,H-C-6-FB,5,0.4375
G9,H-C-8-F,H,C,8,F,plate5,12800,4800,N,B,H-C-8-FB,5,0.272727273
G10,D-B-6-F,D,B,6,F,plate5,25600,38400,N,B,D-B-6-FB,6,0.6
G11,B-A-6-F,B,A,6,F,plate5,2000,3400,N,B,B-A-6-FB,7,0.62962963
G12,B-A-8-F,B,A,8,F,plate5,153600,192000,N,B,B-A-8-FB,7,0.555555556
H1,M-A-7-F,M,A,7,F,plate5,16000,19200,N,B,M-A-7-FB,2,0.545454545
H2,M-B-6-F,M,B,6,F,plate5,14400,8000,N,B,M-B-6-FB,2,0.357142857
H3,M-B-8-F,M,B,8,F,plate5,1800,2000,N,B,M-B-8-FB,2,0.526315789
H4,M-C-7-F,M,C,7,F,plate5,4800,4800,N,B,M-C-7-FB,2,0.5
H5,L-C-6-F,L,C,6,F,plate5,6400,22400,N,B,L-C-6-FB,4,0.777777778
H6,L-C-9-F,L,C,9,F,plate5,17600,30400,N,C,L-C-9-FC,4,0.633333333
H7,L-A-7-F,L,A,7,F,plate5,2600,3400,N,B,L-A-7-FB,4,0.566666667
H8,H-C-6-F,H,C,6,F,plate5,25600,33600,N,B,H-C-6-FB,5,0.567567568
H9,H-C-8-F,H,C,8,F,plate5,8000,22400,N,B,H-C-8-FB,5,0.736842105
H10,D-B-6-F,D,B,6,F,plate5,128000,166400,N,B,D-B-6-FB,6,0.565217391
H11,B-A-6-F,B,A,6,F,plate5,102400,102400,N,B,B-A-6-FB,7,0.5
H12,B-A-8-F,B,A,8,F,plate5,89600,115200,N,B,B-A-8-FB,7,0.5625
A1,L-B-6-M,L,B,6,M,plate6,1800,3200,N,B,L-B-6-MB,4,0.64
A2,L-B-8-M,L,B,8,M,plate6,20800,16000,N,B,L-B-8-MB,4,0.434782609
A3,H-A-7-M,H,A,7,M,plate6,24000,25600,N,B,H-A-7-MB,5,0.516129032
A4,H-B-7-M,H,B,7,M,plate6,2400,4600,N,B,H-B-7-MB,5,0.657142857
A5,H-B-9-M,H,B,9,M,plate6,102400,102400,N,C,H-B-9-MC,5,0.5
A6,B-B-7-M,B,B,7,M,plate6,6000,4200,N,B,B-B-7-MB,7,0.411764706
A7,E-A-6-M,E,A,6,M,plate6,51200,14400,N,B,E-A-6-MB,8,0.219512195
A8,E-A-8-M,E,A,8,M,plate6,166400,153600,N,B,E-A-8-MB,8,0.48
A9,V-A-7-M,V,A,7,M,plate6,800,800,N,B,V-A-7-MB,1,0.5
B1,L-B-6-M,L,B,6,M,plate6,1600,14400,N,B,L-B-6-MB,4,0.9
B2,L-B-8-M,L,B,8,M,plate6,38400,64000,N,B,L-B-8-MB,4,0.625
B3,H-A-7-M,H,A,7,M,plate6,19200,28800,N,B,H-A-7-MB,5,0.6
B4,H-B-7-M,H,B,7,M,plate6,76800,128000,N,B,H-B-7-MB,5,0.625
B5,H-B-9-M,H,B,9,M,plate6,17600,35200,N,C,H-B-9-MC,5,0.666666667
B6,B-B-7-M,B,B,7,M,plate6,128000,102400,N,B,B-B-7-MB,7,0.444444444
B9,V-A-7-M,V,A,7,M,plate6,14400,35200,N,B,V-A-7-MB,1,0.709677419
C1,L-B-6-F,L,B,6,F,plate6,6400,12800,N,B,L-B-6-FB,4,0.666666667
C2,L-B-8-F,L,B,8,F,plate6,25600,140800,N,B,L-B-8-FB,4,0.846153846
C3,H-A-7-F,H,A,7,F,plate6,89600,115200,N,B,H-A-7-FB,5,0.5625
C4,H-B-7-F,H,B,7,F,plate6,102400,153600,N,B,H-B-7-FB,5,0.6
C5,H-B-9-F,H,B,9,F,plate6,102400,153600,N,C,H-B-9-FC,5,0.6
C6,B-B-7-F,B,B,7,F,plate6,22400,20800,N,B,B-B-7-FB,7,0.481481481
C9,V-A-7-F,V,A,7,F,plate6,1600,2000,N,B,V-A-7-FB,1,0.555555556
D1,L-B-6-F,L,B,6,F,plate6,14400,25600,N,B,L-B-6-FB,4,0.64
D2,L-B-8-F,L,B,8,F,plate6,24000,32000,N,B,L-B-8-FB,4,0.571428571
D3,H-A-7-F,H,A,7,F,plate6,153600,64000,N,B,H-A-7-FB,5,0.294117647
D5,H-B-9-F,H,B,9,F,plate6,11200,30400,N,C,H-B-9-FC,5,0.730769231
D6,B-B-7-F,B,B,7,F,plate6,22400,19200,N,B,B-B-7-FB,7,0.461538462
D7,E-A-6-F,E,A,6,F,plate6,8000,4600,N,B,E-A-6-FB,8,0.365079365
D8,E-A-8-F,E,A,8,F,plate6,33600,43200,N,B,E-A-8-FB,8,0.5625
D9,V-A-7-F,V,A,7,F,plate6,51200,128000,N,B,V-A-7-FB,1,0.714285714
E1,L-B-7-M,L,B,7,M,plate6,17600,20800,N,B,L-B-7-MB,4,0.541666667
E2,H-A-6-M,H,A,6,M,plate6,102400,51200,N,B,H-A-6-MB,5,0.333333333
E3,H-A-8-M,H,A,8,M,plate6,16000,56000,N,B,H-A-8-MB,5,0.777777778
E4,H-B-8-M,H,B,8,M,plate6,9600,35200,N,B,H-B-8-MB,5,0.785714286
E5,B-B-6-M,B,B,6,M,plate6,51200,166400,N,B,B-B-6-MB,7,0.764705882
E6,B-B-8-M,B,B,8,M,plate6,4800,27200,N,B,B-B-8-MB,7,0.85
E7,E-A-7-M,E,A,7,M,plate6,51200,64000,N,B,E-A-7-MB,8,0.555555556
E8,V-A-6-M,V,A,6,M,plate6,0,1200,N,B,V-A-6-MB,1,1
E9,PA-B-6-M,PA,B,6,M,plate6,4400,3000,N,B,PA-B-6-MB,3,0.405405405
E10,PA-B-8-M,PA,B,8,M,plate6,24000,20800,N,B,PA-B-8-MB,3,0.464285714
F1,L-B-7-M,L,B,7,M,plate6,19200,17600,N,B,L-B-7-MB,4,0.47826087
F2,H-A-6-M,H,A,6,M,plate6,16000,16000,N,B,H-A-6-MB,5,0.5
F3,H-A-8-M,H,A,8,M,plate6,12800,9600,N,B,H-A-8-MB,5,0.428571429
F4,H-B-8-M,H,B,8,M,plate6,9600,49600,N,B,H-B-8-MB,5,0.837837838
F5,B-B-6-M,B,B,6,M,plate6,4800,24000,N,B,B-B-6-MB,7,0.833333333
F6,B-B-8-M,B,B,8,M,plate6,89600,192000,N,B,B-B-8-MB,7,0.681818182
F7,E-A-7-M,E,A,7,M,plate6,19200,40000,N,B,E-A-7-MB,8,0.675675676
F8,V-A-6-M,V,A,6,M,plate6,400,2400,N,B,V-A-6-MB,1,0.857142857
F9,PA-B-6-M,PA,B,6,M,plate6,6400,20800,N,B,PA-B-6-MB,3,0.764705882
F10,PA-B-8-M,PA,B,8,M,plate6,89600,115200,N,B,PA-B-8-MB,3,0.5625
G1,L-B-7-F,L,B,7,F,plate6,140800,153600,N,B,L-B-7-FB,4,0.52173913
G2,H-A-6-F,H,A,6,F,plate6,16000,8000,N,B,H-A-6-FB,5,0.333333333
G4,H-B-8-F,H,B,8,F,plate6,51200,140800,N,B,H-B-8-FB,5,0.733333333
G5,B-B-6-F,B,B,6,F,plate6,51200,115200,N,B,B-B-6-FB,7,0.692307692
G6,B-B-8-F,B,B,8,F,plate6,102400,204800,N,B,B-B-8-FB,7,0.666666667
G7,E-A-7-F,E,A,7,F,plate6,4800,16000,N,B,E-A-7-FB,8,0.769230769
G8,V-A-6-F,V,A,6,F,plate6,1000,3400,N,B,V-A-6-FB,1,0.772727273
G9,PA-B-6-F,PA,B,6,F,plate6,6400,28800,N,B,PA-B-6-FB,3,0.818181818
G10,PA-B-8-F,PA,B,8,F,plate6,76800,76800,N,B,PA-B-8-FB,3,0.5
H1,L-B-7-F,L,B,7,F,plate6,20800,43200,N,B,L-B-7-FB,4,0.675
H2,H-A-6-F,H,A,6,F,plate6,89600,115200,N,B,H-A-6-FB,5,0.5625
H3,H-A-8-F,H,A,8,F,plate6,12800,35200,N,B,H-A-8-FB,5,0.733333333
H4,H-B-8-F,H,B,8,F,plate6,17600,22400,N,B,H-B-8-FB,5,0.56
H5,B-B-6-F,B,B,6,F,plate6,38400,76800,N,B,B-B-6-FB,7,0.666666667
H6,B-B-8-F,B,B,8,F,plate6,51200,102400,N,B,B-B-8-FB,7,0.666666667
H7,E-A-7-F,E,A,7,F,plate6,38400,89600,N,B,E-A-7-FB,8,0.7
H8,V-A-6-F,V,A,6,F,plate6,6400,6400,N,B,V-A-6-FB,1,0.5
H9,PA-B-6-F,PA,B,6,F,plate6,1600,14400,N,B,PA-B-6-FB,3,0.9
H10,PA-B-8-F,PA,B,8,F,plate6,76800,153600,N,B,PA-B-8-FB,3,0.666666667
A1,B-C-6-M,B,C,6,M,plate7,27200,38400,N,B,B-C-6-MB,7,0.585365854
A2,E-C-6-M,E,C,6,M,plate7,1600,4000,N,B,E-C-6-MB,8,0.714285714
A3,E-C-8-M,E,C,8,M,plate7,38400,102400,N,B,E-C-8-MB,8,0.727272727
A4,V-B-7-M,V,B,7,M,plate7,6400,16000,N,B,V-B-7-MB,1,0.714285714
A5,PA-A-6-M,PA,A,6,M,plate7,9600,9600,N,B,PA-A-6-MB,3,0.5
A6,PA-A-8-M,PA,A,8,M,plate7,115200,179200,N,B,PA-A-8-MB,3,0.608695652
A8,P-C-8-F,PA,C,8,F,plate7,1800,400,N,B,P-C-8-FB,3,0.181818182
A9,P-C-6-F,PA,C,6,F,plate7,1400,1200,N,B,P-C-6-FB,3,0.461538462
A10,V-C-7-F,V,C,7,F,plate7,14400,11200,N,B,V-C-7-FB,1,0.4375
A11,E-B-8-F,E,B,8,F,plate7,4800,28800,N,B,E-B-8-FB,8,0.857142857
A12,E-B-6-F,E,B,6,F,plate7,3200,8000,N,B,E-B-6-FB,8,0.714285714
B1,B-C-6-M,B,C,6,M,plate7,20800,17600,N,B,B-C-6-MB,7,0.458333333
B2,E-C-6-M,E,C,6,M,plate7,6400,11200,N,B,E-C-6-MB,8,0.636363636
B3,E-C-8-M,E,C,8,M,plate7,22400,38400,N,B,E-C-8-MB,8,0.631578947
B4,V-B-7-M,V,B,7,M,plate7,1000,3600,N,B,V-B-7-MB,1,0.782608696
B5,PA-A-6-M,PA,A,6,M,plate7,20800,40000,N,B,PA-A-6-MB,3,0.657894737
B6,PA-A-8-M,PA,A,8,M,plate7,89600,192000,N,B,PA-A-8-MB,3,0.681818182
B9,P-C-6-F,PA,C,6,F,plate7,4800,3400,N,B,P-C-6-FB,3,0.414634146
B11,E-B-8-F,E,B,8,F,plate7,1600,3600,N,B,E-B-8-FB,8,0.692307692
B12,E-B-6-F,E,B,6,F,plate7,1800,800,N,B,E-B-6-FB,8,0.307692308
C1,B-C-6-F,B,C,6,F,plate7,3800,2000,N,B,B-C-6-FB,7,0.344827586
C2,E-C-6-F,E,C,6,F,plate7,800,1400,N,B,E-C-6-FB,8,0.636363636
C3,E-C-8-F,E,C,8,F,plate7,1600,4000,N,B,E-C-8-FB,8,0.714285714
C4,V-B-7-F,V,B,7,F,plate7,51200,76800,N,B,V-B-7-FB,1,0.6
C5,PA-A-6-F,PA,A,6,F,plate7,11200,60800,N,B,PA-A-6-FB,3,0.844444444
C6,PA-A-8-F,PA,A,8,F,plate7,25600,76800,N,B,PA-A-8-FB,3,0.75
C9,P-C-6-M,PA,C,6,M,plate7,2000,2600,N,B,P-C-6-MB,3,0.565217391
C10,V-C-7-M,V,C,7,M,plate7,1400,1800,N,B,V-C-7-MB,1,0.5625
C11,E-B-8-M,E,B,8,M,plate7,6400,19200,N,B,E-B-8-MB,8,0.75
C12,E-B-6-M,E,B,6,M,plate7,9600,9600,N,B,E-B-6-MB,8,0.5
D1,B-C-6-F,B,C,6,F,plate7,8000,14400,N,B,B-C-6-FB,7,0.642857143
D2,E-C-6-F,E,C,6,F,plate7,25600,57600,N,B,E-C-6-FB,8,0.692307692
D3,E-C-8-F,E,C,8,F,plate7,89600,102400,N,B,E-C-8-FB,8,0.533333333
D5,PA-A-6-F,PA,A,6,F,plate7,6400,11200,N,B,PA-A-6-FB,3,0.636363636
D6,PA-A-8-F,PA,A,8,F,plate7,600,1600,N,B,PA-A-8-FB,3,0.727272727
D9,P-C-6-M,PA,C,6,M,plate7,16000,12800,N,B,P-C-6-MB,3,0.444444444
D10,V-C-7-M,V,C,7,M,plate7,1600,2600,N,B,V-C-7-MB,1,0.619047619
D11,E-B-8-M,E,B,8,M,plate7,3200,12800,N,B,E-B-8-MB,8,0.8
D12,E-B-6-M,E,B,6,M,plate7,275,250,N,B,E-B-6-MB,8,0.476190476
E1,B-C-7-M,B,C,7,M,plate7,9600,8000,N,B,B-C-7-MB,7,0.454545455
E2,E-C-7-M,E,C,7,M,plate7,1800,1000,N,B,E-C-7-MB,8,0.357142857
E3,V-B-6-M,V,B,6,M,plate7,1200,1800,N,B,V-B-6-MB,1,0.6
E4,V-B-8-M,V,B,8,M,plate7,0,17600,N,B,V-B-8-MB,1,1
E5,PA-A-7-M,PA,A,7,M,plate7,16000,14400,N,B,PA-A-7-MB,3,0.473684211
E8,P-C-7-F,PA,C,7,F,plate7,2200,3800,N,B,P-C-7-FB,3,0.633333333
E9,V-C-8-F,V,C,8,F,plate7,11200,22400,N,B,V-C-8-FB,1,0.666666667
E10,V-C-6-F,V,C,6,F,plate7,1400,2400,N,B,V-C-6-FB,1,0.631578947
E11,E-B-7-F,E,B,7,F,plate7,1800,2200,N,B,E-B-7-FB,8,0.55
E12,B-C-8-F,B,C,8,F,plate7,6400,20800,N,B,B-C-8-FB,7,0.764705882
F1,B-C-7-M,B,C,7,M,plate7,20800,24000,N,B,B-C-7-MB,7,0.535714286
F2,E-C-7-M,E,C,7,M,plate7,11200,9600,N,B,E-C-7-MB,8,0.461538462
F3,V-B-6-M,V,B,6,M,plate7,2000,5400,N,B,V-B-6-MB,1,0.72972973
F4,V-B-8-M,V,B,8,M,plate7,3200,4200,N,B,V-B-8-MB,1,0.567567568
F8,P-C-7-F,PA,C,7,F,plate7,16000,17600,N,B,P-C-7-FB,3,0.523809524
F9,V-C-8-F,V,C,8,F,plate7,75,125,N,B,V-C-8-FB,1,0.625
F10,V-C-6-F,V,C,6,F,plate7,100,225,N,B,V-C-6-FB,1,0.692307692
F11,E-B-7-F,E,B,7,F,plate7,25600,102400,N,B,E-B-7-FB,8,0.8
F12,B-C-8-F,B,C,8,F,plate7,16000,19200,N,B,B-C-8-FB,7,0.545454545
G1,B-C-7-F,B,C,7,F,plate7,16000,6400,N,B,B-C-7-FB,7,0.285714286
G2,E-C-7-F,E,C,7,F,plate7,14400,3200,N,B,E-C-7-FB,8,0.181818182
G4,V-B-8-F,V,B,8,F,plate7,1400,3000,N,B,V-B-8-FB,1,0.681818182
G5,PA-A-7-F,PA,A,7,F,plate7,51200,64000,N,B,PA-A-7-FB,3,0.555555556
G8,P-C-7-M,PA,C,7,M,plate7,9600,27200,N,B,P-C-7-MB,3,0.739130435
G9,V-C-8-M,V,C,8,M,plate7,12800,24000,N,B,V-C-8-MB,1,0.652173913
G10,V-C-6-M,V,C,6,M,plate7,1400,2400,N,B,V-C-6-MB,1,0.631578947
G11,E-B-7-M,E,B,7,M,plate7,2200,1800,N,B,E-B-7-MB,8,0.45
G12,B-C-8-M,B,C,8,M,plate7,38400,128000,N,B,B-C-8-MB,7,0.769230769
H1,B-C-7-F,B,C,7,F,plate7,14400,19200,N,B,B-C-7-FB,7,0.571428571
H2,E-C-7-F,E,C,7,F,plate7,20800,9600,N,B,E-C-7-FB,8,0.315789474
H3,V-B-6-F,V,B,6,F,plate7,2600,2600,N,B,V-B-6-FB,1,0.5
H4,V-B-8-F,V,B,8,F,plate7,1200,3000,N,B,V-B-8-FB,1,0.714285714
H5,PA-A-7-F,PA,A,7,F,plate7,3400,3200,N,B,PA-A-7-FB,3,0.484848485
H8,P-C-7-M,PA,C,7,M,plate7,600,1600,N,B,P-C-7-MB,3,0.727272727
H9,V-C-8-M,V,C,8,M,plate7,11200,12800,N,B,V-C-8-MB,1,0.533333333
H10,V-C-6-M,V,C,6,M,plate7,16000,12800,N,B,V-C-6-MB,1,0.444444444
H11,E-B-7-M,E,B,7,M,plate7,350,375,N,B,E-B-7-MB,8,0.517241379
H12,B-C-8-M,B,C,8,M,plate7,6400,14400,N,B,B-C-8-MB,7,0.692307692
A3,V-B-11-M,V,B,11,M,plate8,14400,24000,N,C,V-B-11-MC,1,0.625
A4,V-C-11-M,V,C,11,M,plate8,14400,4800,N,C,V-C-11-MC,1,0.25
A5,L-C-11-M,L,C,11,M,plate8,11200,20800,N,C,L-C-11-MC,4,0.65
A7,H-A-12-M,H,A,12,M,plate8,8000,20800,N,C,H-A-12-MC,5,0.722222222
A8,E-C-11-M,E,C,11,M,plate8,51200,115200,N,C,E-C-11-MC,8,0.692307692
A10,B-C-11-F,B,C,11,F,plate8,64000,51200,N,C,B-C-11-FC,7,0.444444444
A11,P-C-11-M,PA,C,11,M,plate8,14400,6400,N,C,P-C-11-MC,3,0.307692308
A12,P-C-12-F,PA,C,12,F,plate8,14400,9600,N,C,P-C-12-FC,3,0.4
B3,V-B-11-M,V,B,11,M,plate8,16000,30400,N,C,V-B-11-MC,1,0.655172414
B4,V-C-11-M,V,C,11,M,plate8,14400,16000,N,C,V-C-11-MC,1,0.526315789
B5,L-C-11-M,L,C,11,M,plate8,76800,102400,N,C,L-C-11-MC,4,0.571428571
B7,H-A-12-M,H,A,12,M,plate8,14400,22400,N,C,H-A-12-MC,5,0.608695652
B8,E-C-11-M,E,C,11,M,plate8,25600,115200,N,C,E-C-11-MC,8,0.818181818
B10,B-C-11-F,B,C,11,F,plate8,40000,19200,N,C,B-C-11-FC,7,0.324324324
B11,P-C-11-M,PA,C,11,M,plate8,17600,32000,N,C,P-C-11-MC,3,0.64516129
B12,P-C-12-F,PA,C,12,F,plate8,22400,36800,N,C,P-C-12-FC,3,0.621621622
C2,V-A-11-M,V,A,11,M,plate8,1600,1000,N,C,V-A-11-MC,1,0.384615385
C3,V-B-11-F,V,B,11,F,plate8,2000,2800,N,C,V-B-11-FC,1,0.583333333
C4,V-C-11-M,V,C,11,M,plate8,8000,25600,N,C,V-C-11-MC,1,0.761904762
C5,L-C-11-F,L,C,11,F,plate8,16000,19200,N,C,L-C-11-FC,4,0.545454545
C7,H-A-12-F,H,A,12,F,plate8,38400,64000,N,C,H-A-12-FC,5,0.625
C8,E-C-11-F,E,C,11,F,plate8,25600,19200,N,C,E-C-11-FC,8,0.428571429
C10,B-C-12-M,B,C,12,M,plate8,1600,14400,N,C,B-C-12-MC,7,0.9
C11,P-C-11-M,PA,C,11,M,plate8,4800,14400,N,C,P-C-11-MC,3,0.75
D2,V-A-11-M,V,A,11,M,plate8,1000,1200,N,C,V-A-11-MC,1,0.545454545
D3,V-B-11-F,V,B,11,F,plate8,4800,9600,N,C,V-B-11-FC,1,0.666666667
D4,V-C-11-M,V,C,11,M,plate8,8000,14400,N,C,V-C-11-MC,1,0.642857143
D5,L-C-11-F,L,C,11,F,plate8,9600,11200,N,C,L-C-11-FC,4,0.538461538
D7,H-A-12-F,H,A,12,F,plate8,12800,25600,N,C,H-A-12-FC,5,0.666666667
D8,E-C-11-F,E,C,11,F,plate8,51200,51200,N,C,E-C-11-FC,8,0.5
D10,B-C-12-M,B,C,12,M,plate8,0,25600,N,C,B-C-12-MC,7,1
D11,P-C-11-F,PA,C,11,F,plate8,11200,9600,N,C,P-C-11-FC,3,0.461538462
E2,V-B-11-M,V,B,11,M,plate8,3000,4800,N,C,V-B-11-MC,1,0.615384615
E3,V-B-11-F,V,B,11,F,plate8,2800,3400,N,C,V-B-11-FC,1,0.548387097
E4,V-C-11-F,V,C,11,F,plate8,11200,8000,N,C,V-C-11-FC,1,0.416666667
E5,L-C-12-M,L,C,12,M,plate8,6400,9600,N,C,L-C-12-MC,4,0.6
E6,H-A-11-M,H,A,11,M,plate8,6400,4800,N,C,H-A-11-MC,5,0.428571429
E8,E-C-12-M,E,C,12,M,plate8,12800,4800,N,C,E-C-12-MC,8,0.272727273
E9,B-C-11-M,B,C,11,M,plate8,4800,4800,N,C,B-C-11-MC,7,0.5
E10,B-C-12-M,B,C,12,M,plate8,25600,102400,N,C,B-C-12-MC,7,0.8
E11,P-C-11-F,PA,C,11,F,plate8,19200,22400,N,C,P-C-11-FC,3,0.538461538
F2,V-B-11-M,V,B,11,M,plate8,6400,30400,N,C,V-B-11-MC,1,0.826086957
F3,V-B-11-F,V,B,11,F,plate8,25600,11200,N,C,V-B-11-FC,1,0.304347826
F4,V-C-11-F,V,C,11,F,plate8,8000,11200,N,C,V-C-11-FC,1,0.583333333
F5,L-C-12-M,L,C,12,M,plate8,8000,8000,N,C,L-C-12-MC,4,0.5
F8,E-C-12-M,E,C,12,M,plate8,6400,16000,N,C,E-C-12-MC,8,0.714285714
F9,B-C-11-M,B,C,11,M,plate8,6400,25600,N,C,B-C-11-MC,7,0.8
F10,B-C-12-F,B,C,12,F,plate8,17600,9600,N,C,B-C-12-FC,7,0.352941176
F11,P-C-11-F,PA,C,11,F,plate8,1000,800,N,C,P-C-11-FC,3,0.444444444
G2,V-B-11-M,V,B,11,M,plate8,1600,1200,N,C,V-B-11-MC,1,0.428571429
G3,V-C-11-M,V,C,11,M,plate8,1400,2600,N,C,V-C-11-MC,1,0.65
G4,V-C-11-F,V,C,11,F,plate8,22400,3200,N,C,V-C-11-FC,1,0.125
G5,L-C-12-F,L,C,12,F,plate8,9600,22400,N,C,L-C-12-FC,4,0.7
G6,H-A-11-F,H,A,11,F,plate8,6400,9600,N,C,H-A-11-FC,5,0.6
