Position,code,Geography,Humidity,vialnum,Sex,PLATE,cfuA,cfuL,starved,exp,repexp,latitude,percL
F10,B-C-3-M,B,C,3,M,plates2,1600,12800,Y,A,B-C-3-MA,7,0.888888889
F11,B-C-2-M,B,C,2,M,plates2,8000,14400,Y,A,B-C-2-MA,7,0.642857143
F12,B-A-2-M,B,A,2,M,plates2,6400,8000,Y,A,B-A-2-MA,7,0.555555556
G1,PA-B-1-F,PA,B,1,F,plates2,89600,217600,Y,A,PA-B-1-FA,3,0.708333333
G2,H-C-2-F,H,C,2,F,plates2,2000,4000,Y,A,H-C-2-FA,5,0.666666667
G4,L-A-2-F,L,A,2,F,plates2,14400,52800,Y,A,L-A-2-FA,4,0.785714286
G5,L-A-1-F,L,A,1,F,plates2,153600,230400,Y,A,L-A-1-FA,4,0.6
G7,V-C-2-F,V,C,2,F,plates2,51200,89600,Y,A,V-C-2-FA,1,0.636363636
G8,V-B-4-F,V,B,4,F,plates2,38400,102400,Y,A,V-B-4-FA,1,0.727272727
G10,B-C-3-F,B,C,3,F,plates2,89600,64000,Y,A,B-C-3-FA,7,0.416666667
G11,B-C-2-F,B,C,2,F,plates2,19200,12800,Y,A,B-C-2-FA,7,0.4
G12,B-A-2-F,B,A,2,F,plates2,12800,11200,Y,A,B-A-2-FA,7,0.466666667
H1,PA-B-1-F,PA,B,1,F,plates2,12800,30400,Y,A,PA-B-1-FA,3,0.703703704
H2,H-C-2-F,H,C,2,F,plates2,8000,11200,Y,A,H-C-2-FA,5,0.583333333
H3,H-A-1-F,H,A,1,F,plates2,11200,11200,Y,A,H-A-1-FA,5,0.5
H4,L-A-2-F,L,A,2,F,plates2,192000,179200,Y,A,L-A-2-FA,4,0.482758621
H5,L-A-1-F,L,A,1,F,plates2,20800,20800,Y,A,L-A-1-FA,4,0.5
H6,V-C-3-F,V,C,3,F,plates2,14400,11200,Y,A,V-C-3-FA,1,0.4375
H7,V-C-2-F,V,C,2,F,plates2,9600,28800,Y,A,V-C-2-FA,1,0.75
H8,V-B-4-F,V,B,4,F,plates2,1800,2800,Y,A,V-B-4-FA,1,0.608695652
H9,B-C-4-F,B,C,4,F,plates2,200,1800,Y,A,B-C-4-FA,7,0.9
H10,B-C-3-F,B,C,3,F,plates2,8000,8000,Y,A,B-C-3-FA,7,0.5
H11,B-C-2-F,B,C,2,F,plates2,2800,1600,Y,A,B-C-2-FA,7,0.363636364
H12,B-A-2-F,B,A,2,F,plates2,76800,192000,Y,A,B-A-2-FA,7,0.714285714
A1,L-C-3-M,L,C,3,M,plates3,0,100,Y,A,L-C-3-MA,4,1
A2,H-B-2-M,H,B,2,M,plates3,11200,22400,Y,A,H-B-2-MA,5,0.666666667
A3,PA-Q-1-M,PA,A,1,M,plates3,8000,4800,Y,A,PA-Q-1-MA,3,0.375
A4,PA-Q-3-M,PA,A,3,M,plates3,1600,3200,Y,A,PA-Q-3-MA,3,0.666666667
A5,M-C-2-M,M,C,2,M,plates3,3200,11200,Y,A,M-C-2-MA,2,0.777777778
A7,M-B-3-F,M,B,3,F,plates3,200,275,Y,A,M-B-3-FA,2,0.578947368
A8,M-A-3-F,M,A,3,F,plates3,2200,1600,Y,A,M-A-3-FA,2,0.421052632
A9,M-B-1-F,M,B,1,F,plates3,14400,16000,Y,A,M-B-1-FA,2,0.526315789
A10,PA-C-3-F,PA,C,3,F,plates3,400,1800,Y,A,PA-C-3-FA,3,0.818181818
A11,PA-C-2-F,PA,C,2,F,plates3,11200,20800,Y,A,PA-C-2-FA,3,0.65
A12,H-A-3-F,H,A,3,F,plates3,14400,11200,Y,A,H-A-3-FA,5,0.4375
B1,L-C-3-M,L,C,3,M,plates3,800,2000,Y,A,L-C-3-MA,4,0.714285714
B4,PA-Q-3-M,PA,A,3,M,plates3,17600,9600,Y,A,PA-Q-3-MA,3,0.352941176
B5,M-C-2-M,M,C,2,M,plates3,3200,11200,Y,A,M-C-2-MA,2,0.777777778
B9,M-B-1-F,M,B,1,F,plates3,600,1200,Y,A,M-B-1-FA,2,0.666666667
C1,L-C-3-F,L,C,3,F,plates3,2800,1600,Y,A,L-C-3-FA,4,0.363636364
C2,H-B-2-F,H,B,2,F,plates3,12800,9600,Y,A,H-B-2-FA,5,0.428571429
C3,PA-Q-1-F,PA,A,1,F,plates3,4800,6400,Y,A,PA-Q-1-FA,3,0.571428571
C5,M-C-2-F,M,C,2,F,plates3,400,2000,Y,A,M-C-2-FA,2,0.833333333
C7,M-B-3-M,M,B,3,M,plates3,250,250,Y,A,M-B-3-MA,2,0.5
C9,M-B-1-M,M,B,1,M,plates3,25,100,Y,A,M-B-1-MA,2,0.8
C10,PA-C-3-M,PA,C,3,M,plates3,600,1600,Y,A,PA-C-3-MA,3,0.727272727
C11,PA-C-2-M,PA,C,2,M,plates3,8000,4800,Y,A,PA-C-2-MA,3,0.375
C12,H-A-3-M,H,A,3,M,plates3,75,50,Y,A,H-A-3-MA,5,0.4
D1,L-C-3-F,L,C,3,F,plates3,2000,600,Y,A,L-C-3-FA,4,0.230769231
D3,PA-Q-1-F,PA,A,1,F,plates3,64000,153600,Y,A,PA-Q-1-FA,3,0.705882353
D5,M-C-2-F,M,C,2,F,plates3,11200,17600,Y,A,M-C-2-FA,2,0.611111111
D8,M-A-3-M,M,A,3,M,plates3,125,250,Y,A,M-A-3-MA,2,0.666666667
D9,M-B-1-M,M,B,1,M,plates3,75,250,Y,A,M-B-1-MA,2,0.769230769
D10,PA-C-3-M,PA,C,3,M,plates3,175,250,Y,A,PA-C-3-MA,3,0.588235294
D11,PA-C-2-M,PA,C,2,M,plates3,200,1600,Y,A,PA-C-2-MA,3,0.888888889
D12,H-A-3-M,H,A,3,M,plates3,100,250,Y,A,H-A-3-MA,5,0.714285714
E1,H-B-1-M,H,B,1,M,plates3,300,375,Y,A,H-B-1-MA,5,0.555555556
E2,H-B-3-M,H,B,3,M,plates3,50,75,Y,A,H-B-3-MA,5,0.6
E3,PA-Q-2-M,PA,A,2,M,plates3,115200,76800,Y,A,PA-Q-2-MA,3,0.4
E4,M-C-4-M,M,C,4,M,plates3,250,400,Y,A,M-C-4-MA,2,0.615384615
E6,M-A-4-F,M,A,4,F,plates3,9600,9600,Y,A,M-A-4-FA,2,0.5
E7,M-B-2-F,M,B,2,F,plates3,9600,9600,Y,A,M-B-2-FA,2,0.5
E8,M-A-2-F,M,A,2,F,plates3,800,1400,Y,A,M-A-2-FA,2,0.636363636
E9,PA-B-3-F,PA,B,3,F,plates3,600,1000,Y,A,PA-B-3-FA,3,0.625
E10,PA-B-2-F,PA,B,2,F,plates3,600,1200,Y,A,PA-B-2-FA,3,0.666666667
E11,PA-C-1-F,PA,C,1,F,plates3,3200,8000,Y,A,PA-C-1-FA,3,0.714285714
E12,H-A-2-F,H,A,2,F,plates3,4800,8000,Y,A,H-A-2-FA,5,0.625
F2,H-B-3-M,H,B,3,M,plates3,150,125,Y,A,H-B-3-MA,5,0.454545455
F3,PA-Q-2-M,PA,A,2,M,plates3,2000,600,Y,A,PA-Q-2-MA,3,0.230769231
F5,M-C-3-M,M,C,3,M,plates3,4800,11200,Y,A,M-C-3-MA,2,0.7
F6,M-A-4-F,M,A,4,F,plates3,3200,8000,Y,A,M-A-4-FA,2,0.714285714
F7,M-B-2-F,M,B,2,F,plates3,16000,8000,Y,A,M-B-2-FA,2,0.333333333
F9,PA-B-3-F,PA,B,3,F,plates3,125,200,Y,A,PA-B-3-FA,3,0.615384615
F10,PA-B-2-F,PA,B,2,F,plates3,225,525,Y,A,PA-B-2-FA,3,0.7
F11,PA-C-1-F,PA,C,1,F,plates3,600,1600,Y,A,PA-C-1-FA,3,0.727272727
G1,H-B-1-F,H,B,1,F,plates3,76800,140800,Y,A,H-B-1-FA,5,0.647058824
G2,H-B-3-F,H,B,3,F,plates3,89600,153600,Y,A,H-B-3-FA,5,0.631578947
G5,M-C-3-F,M,C,3,F,plates3,400,2000,Y,A,M-C-3-FA,2,0.833333333
G6,M-A-4-M,M,A,4,M,plates3,1600,2800,Y,A,M-A-4-MA,2,0.636363636
G7,M-B-2-M,M,B,2,M,plates3,200,1600,Y,A,M-B-2-MA,2,0.888888889
G8,M-A-2-M,M,A,2,M,plates3,1200,1200,Y,A,M-A-2-MA,2,0.5
G11,PA-C-1-M,PA,C,1,M,plates3,400,2000,Y,A,PA-C-1-MA,3,0.833333333
G12,H-A-2-M,H,A,2,M,plates3,8000,12800,Y,A,H-A-2-MA,5,0.615384615
H1,H-B-1-F,H,B,1,F,plates3,1000,2600,Y,A,H-B-1-FA,5,0.722222222
H2,H-B-3-F,H,B,3,F,plates3,89600,115200,Y,A,H-B-3-FA,5,0.5625
H3,PA-Q-2-F,PA,A,2,F,plates3,25600,115200,Y,A,PA-Q-2-FA,3,0.818181818
H4,M-C-4-F,M,C,4,F,plates3,200,2000,Y,A,M-C-4-FA,2,0.909090909
H6,M-A-4-M,M,A,4,M,plates3,16000,12800,Y,A,M-A-4-MA,2,0.444444444
H7,M-B-2-M,M,B,2,M,plates3,9600,16000,Y,A,M-B-2-MA,2,0.625
H8,M-A-2-M,M,A,2,M,plates3,600,400,Y,A,M-A-2-MA,2,0.4
H9,PA-B-3-M,PA,B,3,M,plates3,600,1400,Y,A,PA-B-3-MA,3,0.7
H10,PA-B-2-M,PA,B,2,M,plates3,8000,9600,Y,A,PA-B-2-MA,3,0.545454545
H11,PA-C-1-M,PA,C,1,M,plates3,4800,19200,Y,A,PA-C-1-MA,3,0.8
H12,H-A-2-M,H,A,2,M,plates3,800,2600,Y,A,H-A-2-MA,5,0.764705882
A1,B-A-7-M,B,A,7,M,plates4,9600,33600,Y,B,B-A-7-MB,7,0.777777778
A2,D-B-6-F,D,B,6,F,plates4,217600,102400,Y,B,D-B-6-FB,6,0.32
A3,D-B-6-M,D,B,6,M,plates4,320000,76800,Y,B,D-B-6-MB,6,0.193548387
A4,H-C-7-M,H,C,7,M,plates4,115200,268800,Y,B,H-C-7-MB,5,0.7
A5,L-A-8-M,L,A,8,M,plates4,1000,800,Y,B,L-A-8-MB,4,0.444444444
A6,L-A-6-M,L,A,6,M,plates4,8000,9600,Y,B,L-A-6-MB,4,0.545454545
A7,L-C-7-M,L,C,7,M,plates4,140800,281600,Y,B,L-C-7-MB,4,0.666666667
A9,M-C-6-M,M,C,6,M,plates4,19200,14400,Y,B,M-C-6-MB,2,0.428571429
A11,M-A-8-M,M,A,8,M,plates4,8000,36800,Y,B,M-A-8-MB,2,0.821428571
A12,M-A-6-M,M,A,6,M,plates4,6400,8000,Y,B,M-A-6-MB,2,0.555555556
B1,B-A-7-M,B,A,7,M,plates4,1600,4600,Y,B,B-A-7-MB,7,0.741935484
B2,D-B-6-F,D,B,6,F,plates4,2200,2200,Y,B,D-B-6-FB,6,0.5
B3,D-B-6-M,D,B,6,M,plates4,35200,32000,Y,B,D-B-6-MB,6,0.476190476
B4,H-C-7-M,H,C,7,M,plates4,1400,2200,Y,B,H-C-7-MB,5,0.611111111
B5,L-A-8-M,L,A,8,M,plates4,8000,12800,Y,B,L-A-8-MB,4,0.615384615
B6,L-A-6-M,L,A,6,M,plates4,6400,14400,Y,B,L-A-6-MB,4,0.692307692
B8,M-C-8-M,M,C,8,M,plates4,89600,89600,Y,B,M-C-8-MB,2,0.5
B9,M-C-6-M,M,C,6,M,plates4,1200,2800,Y,B,M-C-6-MB,2,0.7
B10,M-B-7-M,M,B,7,M,plates4,8000,6400,Y,B,M-B-7-MB,2,0.444444444
B11,M-A-8-M,M,A,8,M,plates4,4800,11200,Y,B,M-A-8-MB,2,0.7
B12,M-A-6-M,M,A,6,M,plates4,12800,27200,Y,B,M-A-6-MB,2,0.68
C1,B-A-7-F,B,A,7,F,plates4,1600,6400,Y,B,B-A-7-FB,7,0.8
C3,D-B-6-M,D,B,6,M,plates4,38400,30400,Y,B,D-B-6-MB,6,0.441860465
C4,H-C-7-F,H,C,7,F,plates4,1800,2200,Y,B,H-C-7-FB,5,0.55
C6,L-A-6-F,L,A,6,F,plates4,1000,2600,Y,B,L-A-6-FB,4,0.722222222
C7,L-C-7-F,L,C,7,F,plates4,1000,1000,Y,B,L-C-7-FB,4,0.5
C8,M-C-8-F,M,C,8,F,plates4,8000,16000,Y,B,M-C-8-FB,2,0.666666667
C9,M-C-6-F,M,C,6,F,plates4,4800,24000,Y,B,M-C-6-FB,2,0.833333333
C10,M-B-7-F,M,B,7,F,plates4,3200,9600,Y,B,M-B-7-FB,2,0.75
C12,M-A-6-F,M,A,6,F,plates4,8000,27200,Y,B,M-A-6-FB,2,0.772727273
D1,B-A-7-F,B,A,7,F,plates4,192000,294400,Y,B,B-A-7-FB,7,0.605263158
D2,D-B-6-F,D,B,6,F,plates4,51200,64000,Y,B,D-B-6-FB,6,0.555555556
D3,D-B-6-M,D,B,6,M,plates4,11200,14400,Y,B,D-B-6-MB,6,0.5625
D4,H-C-7-F,H,C,7,F,plates4,8000,17600,Y,B,H-C-7-FB,5,0.6875
D5,L-A-8-F,L,A,8,F,plates4,3200,6400,Y,B,L-A-8-FB,4,0.666666667
D7,L-C-7-F,L,C,7,F,plates4,400,1400,Y,B,L-C-7-FB,4,0.777777778
D8,M-C-8-F,M,C,8,F,plates4,6400,20800,Y,B,M-C-8-FB,2,0.764705882
D9,M-C-6-F,M,C,6,F,plates4,1600,12800,Y,B,M-C-6-FB,2,0.888888889
D10,M-B-7-F,M,B,7,F,plates4,4800,11200,Y,B,M-B-7-FB,2,0.7
D12,M-A-6-F,M,A,6,F,plates4,3200,9600,Y,B,M-A-6-FB,2,0.75
E2,B-A-6-M,B,A,6,M,plates4,64000,217600,Y,B,B-A-6-MB,7,0.772727273
E3,D-B-6-M,D,B,6,M,plates4,9600,8000,Y,B,D-B-6-MB,6,0.454545455
E4,H-C-8-M,H,C,8,M,plates4,6400,12800,Y,B,H-C-8-MB,5,0.666666667
E5,H-C-6-M,H,C,6,M,plates4,3200,17600,Y,B,H-C-6-MB,5,0.846153846
E6,L-A-7-M,L,A,7,M,plates4,3200,12800,Y,B,L-A-7-MB,4,0.8
E8,L-C-6-M,L,C,6,M,plates4,1000,2200,Y,B,L-C-6-MB,4,0.6875
E9,M-C-7-M,M,C,7,M,plates4,200,1000,Y,B,M-C-7-MB,2,0.833333333
E10,M-B-8-M,M,B,8,M,plates4,800,1800,Y,B,M-B-8-MB,2,0.692307692
E11,M-B-6-M,M,B,6,M,plates4,11200,28800,Y,B,M-B-6-MB,2,0.72
E12,M-A-7-M,M,A,7,M,plates4,8000,44800,Y,B,M-A-7-MB,2,0.848484848
F1,B-A-8-M,B,A,8,M,plates4,16000,59200,Y,B,B-A-8-MB,7,0.787234043
F2,B-A-6-M,B,A,6,M,plates4,600,800,Y,B,B-A-6-MB,7,0.571428571
F3,D-B-6-M,D,B,6,M,plates4,38400,115200,Y,B,D-B-6-MB,6,0.75
F4,H-C-8-M,H,C,8,M,plates4,16000,17600,Y,B,H-C-8-MB,5,0.523809524
F5,H-C-6-M,H,C,6,M,plates4,1200,3000,Y,B,H-C-6-MB,5,0.714285714
F7,L-C-9-M,L,C,9,M,plates4,0,89600,Y,C,L-C-9-MC,4,1
F8,L-C-6-M,L,C,6,M,plates4,100,525,Y,B,L-C-6-MB,4,0.84
F9,M-C-7-M,M,C,7,M,plates4,9600,22400,Y,B,M-C-7-MB,2,0.7
F10,M-B-8-M,M,B,8,M,plates4,3200,9600,Y,B,M-B-8-MB,2,0.75
F11,M-B-6-M,M,B,6,M,plates4,4800,20800,Y,B,M-B-6-MB,2,0.8125
F12,M-A-7-M,M,A,7,M,plates4,16000,30400,Y,B,M-A-7-MB,2,0.655172414
G1,B-A-8-F,B,A,8,F,plates4,6400,19200,Y,B,B-A-8-FB,7,0.75
G2,B-A-6-F,B,A,6,F,plates4,8000,16000,Y,B,B-A-6-FB,7,0.666666667
G5,H-C-6-F,H,C,6,F,plates4,400,1200,Y,B,H-C-6-FB,5,0.75
G6,L-A-7-F,L,A,7,F,plates4,100,250,Y,B,L-A-7-FB,4,0.714285714
G8,L-C-6-F,L,C,6,F,plates4,17600,22400,Y,B,L-C-6-FB,4,0.56
G9,M-C-7-F,M,C,7,F,plates4,2000,1000,Y,B,M-C-7-FB,2,0.333333333
G10,M-B-8-F,M,B,8,F,plates4,25600,51200,Y,B,M-B-8-FB,2,0.666666667
G11,M-B-6-F,M,B,6,F,plates4,51200,64000,Y,B,M-B-6-FB,2,0.555555556
G12,M-A-7-F,M,A,7,F,plates4,8000,14400,Y,B,M-A-7-FB,2,0.642857143
H1,B-A-8-F,B,A,8,F,plates4,217600,307200,Y,B,B-A-8-FB,7,0.585365854
H2,B-A-6-F,B,A,6,F,plates4,14400,28800,Y,B,B-A-6-FB,7,0.666666667
H3,D-B-6-F,D,B,6,F,plates4,192000,281600,Y,B,D-B-6-FB,6,0.594594595
H5,H-C-6-F,H,C,6,F,plates4,25,125,Y,B,H-C-6-FB,5,0.833333333
H6,L-A-7-F,L,A,7,F,plates4,8000,16000,Y,B,L-A-7-FB,4,0.666666667
H8,L-C-6-F,L,C,6,F,plates4,27200,9600,Y,B,L-C-6-FB,4,0.260869565
H9,M-C-7-F,M,C,7,F,plates4,89600,89600,Y,B,M-C-7-FB,2,0.5
H10,M-B-8-F,M,B,8,F,plates4,16000,4800,Y,B,M-B-8-FB,2,0.230769231
H11,M-B-6-F,M,B,6,F,plates4,11200,14400,Y,B,M-B-6-FB,2,0.5625
H12,M-A-7-F,M,A,7,F,plates4,38400,204800,Y,B,M-A-7-FB,2,0.842105263
A2,PA-B-6-M,PA,B,6,M,plates5,19200,30400,Y,B,PA-B-6-MB,3,0.612903226
A3,V-A-6-M,V,A,6,M,plates5,275,450,Y,B,V-A-6-MB,1,0.620689655
A4,E-A-7-M,E,A,7,M,plates5,3200,20800,Y,B,E-A-7-MB,8,0.866666667
A5,B-B-8-M,B,B,8,M,plates5,38400,64000,Y,B,B-B-8-MB,7,0.625
A6,B-B-6-M,B,B,6,M,plates5,800,3000,Y,B,B-B-6-MB,7,0.789473684
A7,D-C-6-M,D,C,6,M,plates5,50,50,Y,B,D-C-6-MB,6,0.5
A11,L-B-8-M,L,B,8,M,plates5,25,75,Y,B,L-B-8-MB,4,0.75
A12,L-B-6-M,L,B,6,M,plates5,6400,40000,Y,B,L-B-6-MB,4,0.862068966
B1,PA-B-7-M,PA,B,7,M,plates5,8000,30400,Y,B,PA-B-7-MB,3,0.791666667
B2,PA-B-6-M,PA,B,6,M,plates5,2400,3800,Y,B,PA-B-6-MB,3,0.612903226
B3,V-A-6-M,V,A,6,M,plates5,2800,4400,Y,B,V-A-6-MB,1,0.611111111
B4,E-A-7-M,E,A,7,M,plates5,4800,11200,Y,B,E-A-7-MB,8,0.7
B5,B-B-8-M,B,B,8,M,plates5,8000,12800,Y,B,B-B-8-MB,7,0.615384615
B8,H-B-9-M,H,B,9,M,plates5,14400,16000,Y,C,H-B-9-MC,5,0.526315789
B9,H-B-7-M,H,B,7,M,plates5,6400,9600,Y,B,H-B-7-MB,5,0.6
B10,H-A-7-M,H,A,7,M,plates5,600,3600,Y,B,H-A-7-MB,5,0.857142857
B11,L-B-8-M,L,B,8,M,plates5,8000,20800,Y,B,L-B-8-MB,4,0.722222222
B12,L-B-6-M,L,B,6,M,plates5,150,75,Y,B,L-B-6-MB,4,0.333333333
C1,PA-B-7-F,PA,B,7,F,plates5,1600,2200,Y,B,PA-B-7-FB,3,0.578947368
C2,PA-B-6-F,PA,B,6,F,plates5,3000,4600,Y,B,PA-B-6-FB,3,0.605263158
C3,V-A-6-F,V,A,6,F,plates5,4600,4600,Y,B,V-A-6-FB,1,0.5
C4,E-A-7-F,E,A,7,F,plates5,8000,27200,Y,B,E-A-7-FB,8,0.772727273
C5,B-B-8-F,B,B,8,F,plates5,1600,16000,Y,B,B-B-8-FB,7,0.909090909
C6,B-B-6-F,B,B,6,F,plates5,1200,4200,Y,B,B-B-6-FB,7,0.777777778
C7,D-C-6-M,D,C,6,M,plates5,64000,89600,Y,B,D-C-6-MB,6,0.583333333
C8,H-B-9-F,H,B,9,F,plates5,175,300,Y,C,H-B-9-FC,5,0.631578947
C9,H-B-7-F,H,B,7,F,plates5,89600,51200,Y,B,H-B-7-FB,5,0.363636364
C10,H-A-7-F,H,A,7,F,plates5,25600,89600,Y,B,H-A-7-FB,5,0.777777778
C11,L-B-8-F,L,B,8,F,plates5,4800,6400,Y,B,L-B-8-FB,4,0.571428571
C12,L-B-6-F,L,B,6,F,plates5,6400,11200,Y,B,L-B-6-FB,4,0.636363636
D1,PA-B-7-F,PA,B,7,F,plates5,38400,64000,Y,B,PA-B-7-FB,3,0.625
D2,PA-B-6-F,PA,B,6,F,plates5,1000,2400,Y,B,PA-B-6-FB,3,0.705882353
D3,V-A-6-F,V,A,6,F,plates5,20800,6400,Y,B,V-A-6-FB,1,0.235294118
D4,E-A-7-F,E,A,7,F,plates5,2200,4600,Y,B,E-A-7-FB,8,0.676470588
D5,B-B-8-F,B,B,8,F,plates5,0,9600,Y,B,B-B-8-FB,7,1
D6,B-B-6-F,B,B,6,F,plates5,600,1000,Y,B,B-B-6-FB,7,0.625
D7,D-C-6-M,D,C,6,M,plates5,6400,33600,Y,B,D-C-6-MB,6,0.84
D9,H-B-7-F,H,B,7,F,plates5,200,1000,Y,B,H-B-7-FB,5,0.833333333
D10,H-A-7-F,H,A,7,F,plates5,1600,5600,Y,B,H-A-7-FB,5,0.777777778
D11,L-B-8-F,L,B,8,F,plates5,20800,30400,Y,B,L-B-8-FB,4,0.59375
D12,L-B-6-F,L,B,6,F,plates5,19200,19200,Y,B,L-B-6-FB,4,0.5
E2,PA-B-8-M,PA,B,8,M,plates5,11200,17600,Y,B,PA-B-8-MB,3,0.611111111
E3,V-A-7-M,V,A,7,M,plates5,12800,19200,Y,B,V-A-7-MB,1,0.6
E4,E-A-8-M,E,A,8,M,plates5,1400,5000,Y,B,E-A-8-MB,8,0.78125
E5,E-A-6-M,E,A,6,M,plates5,12800,20800,Y,B,E-A-6-MB,8,0.619047619
E6,B-B-7-M,B,B,7,M,plates5,11200,17600,Y,B,B-B-7-MB,7,0.611111111
E7,D-C-6-M,D,C,6,M,plates5,0,1200,Y,B,D-C-6-MB,6,1
E8,D-C-6-F,D,C,6,F,plates5,1000,4000,Y,B,D-C-6-FB,6,0.8
E9,H-B-8-M,H,B,8,M,plates5,9600,30400,Y,B,H-B-8-MB,5,0.76
E10,H-A-8-M,H,A,8,M,plates5,4800,11200,Y,B,H-A-8-MB,5,0.7
E11,H-A-6-M,H,A,6,M,plates5,11200,8000,Y,B,H-A-6-MB,5,0.416666667
E12,L-B-7-M,L,B,7,M,plates5,1400,2000,Y,B,L-B-7-MB,4,0.588235294
F2,PA-B-8-M,PA,B,8,M,plates5,102400,153600,Y,B,PA-B-8-MB,3,0.6
F3,V-A-7-M,V,A,7,M,plates5,3200,11200,Y,B,V-A-7-MB,1,0.777777778
F4,E-A-8-M,E,A,8,M,plates5,16000,25600,Y,B,E-A-8-MB,8,0.615384615
F5,E-A-6-M,E,A,6,M,plates5,6400,33600,Y,B,E-A-6-MB,8,0.84
F6,B-B-7-M,B,B,7,M,plates5,200,1200,Y,B,B-B-7-MB,7,0.857142857
F8,D-C-6-F,D,C,6,F,plates5,1600,19200,Y,B,D-C-6-FB,6,0.923076923
F9,H-B-8-M,H,B,8,M,plates5,14400,36800,Y,B,H-B-8-MB,5,0.71875
F10,H-A-8-M,H,A,8,M,plates5,12800,33600,Y,B,H-A-8-MB,5,0.724137931
F11,H-A-6-M,H,A,6,M,plates5,11200,6400,Y,B,H-A-6-MB,5,0.363636364
F12,L-B-7-M,L,B,7,M,plates5,14400,6400,Y,B,L-B-7-MB,4,0.307692308
G2,PA-B-8-F,PA,B,8,F,plates5,11200,4800,Y,B,PA-B-8-FB,3,0.3
G3,V-A-7-F,V,A,7,F,plates5,9600,17600,Y,B,V-A-7-FB,1,0.647058824
G4,E-A-8-F,E,A,8,F,plates5,17600,16000,Y,B,E-A-8-FB,8,0.476190476
G5,E-A-6-F,E,A,6,F,plates5,9600,9600,Y,B,E-A-6-FB,8,0.5
G6,B-B-7-F,B,B,7,F,plates5,11200,17600,Y,B,B-B-7-FB,7,0.611111111
G7,D-C-6-M,D,C,6,M,plates5,0,12800,Y,B,D-C-6-MB,6,1
G8,D-C-6-F,D,C,6,F,plates5,800,1600,Y,B,D-C-6-FB,6,0.666666667
G9,H-B-8-F,H,B,8,F,plates5,16000,49600,Y,B,H-B-8-FB,5,0.756097561
G10,H-A-8-F,H,A,8,F,plates5,1600,2600,Y,B,H-A-8-FB,5,0.619047619
G11,H-A-6-F,H,A,6,F,plates5,800,1600,Y,B,H-A-6-FB,5,0.666666667
G12,L-B-7-F,L,B,7,F,plates5,2400,4800,Y,B,L-B-7-FB,4,0.666666667
H2,PA-B-8-F,PA,B,8,F,plates5,6400,6400,Y,B,PA-B-8-FB,3,0.5
H3,V-A-7-F,V,A,7,F,plates5,4800,6400,Y,B,V-A-7-FB,1,0.571428571
H4,E-A-8-F,E,A,8,F,plates5,6400,25600,Y,B,E-A-8-FB,8,0.8
H5,E-A-6-F,E,A,6,F,plates5,3200,4800,Y,B,E-A-6-FB,8,0.6
H6,B-B-7-F,B,B,7,F,plates5,1600,2400,Y,B,B-B-7-FB,7,0.6
H7,D-C-6-M,D,C,6,M,plates5,600,2800,Y,B,D-C-6-MB,6,0.823529412
H8,D-C-6-F,D,C,6,F,plates5,800,1800,Y,B,D-C-6-FB,6,0.692307692
H9,H-B-8-F,H,B,8,F,plates5,1000,1400,Y,B,H-B-8-FB,5,0.583333333
H10,H-A-8-F,H,A,8,F,plates5,1200,2000,Y,B,H-A-8-FB,5,0.625
H11,H-A-6-F,H,A,6,F,plates5,800,2600,Y,B,H-A-6-FB,5,0.764705882
H12,L-B-7-F,L,B,7,F,plates5,1400,1200,Y,B,L-B-7-FB,4,0.461538462
A1,B-C-7-F,B,C,7,F,plates6,200,200,Y,B,B-C-7-FB,7,0.5
A2,E-C-7-F,E,C,7,F,plates6,27200,19200,Y,B,E-C-7-FB,8,0.413793103
A3,V-B-6-F,V,B,6,F,plates6,1800,1200,Y,B,V-B-6-FB,1,0.4
A4,V-B-8-F,V,B,8,F,plates6,2000,1800,Y,B,V-B-8-FB,1,0.473684211
A5,PA-A-7-F,PA,A,7,F,plates6,2800,1800,Y,B,PA-A-7-FB,3,0.391304348
A8,P-C-7-M,PA,C,7,M,plates6,400,2000,Y,B,P-C-7-MB,3,0.833333333
A9,V-C-8-M,V,C,8,M,plates6,75,100,Y,B,V-C-8-MB,1,0.571428571
A10,V-C-6-M,V,C,6,M,plates6,6400,8000,Y,B,V-C-6-MB,1,0.555555556
A11,E-B-7-M,E,B,7,M,plates6,1600,2000,Y,B,E-B-7-MB,8,0.555555556
A12,B-C-8-M,B,C,8,M,plates6,33600,22400,Y,B,B-C-8-MB,7,0.4
B1,B-C-7-F,B,C,7,F,plates6,28800,11200,Y,B,B-C-7-FB,7,0.28
B2,E-C-7-F,E,C,7,F,plates6,22400,1600,Y,B,E-C-7-FB,8,0.066666667
B3,V-B-6-F,V,B,6,F,plates6,600,3400,Y,B,V-B-6-FB,1,0.85
B4,V-B-8-F,V,B,8,F,plates6,1600,2400,Y,B,V-B-8-FB,1,0.6
B5,PA-A-7-F,PA,A,7,F,plates6,1200,1400,Y,B,PA-A-7-FB,3,0.538461538
B8,P-C-7-M,PA,C,7,M,plates6,14400,27200,Y,B,P-C-7-MB,3,0.653846154
B9,V-C-8-M,V,C,8,M,plates6,153600,102400,Y,B,V-C-8-MB,1,0.4
B10,V-C-6-M,V,C,6,M,plates6,11200,28800,Y,B,V-C-6-MB,1,0.72
